C:\Python27\python.exe F:/hhly/scrapy/law/law_rule/wenshu_law/test.py
最高人民法院关于在经济犯罪审判中参照适用﹤标准二﹥的通知 >>>>>>>>>>> 1
最高亚民法院关于审理交通肆事刓事案?具体应用法律若干问题的解释 >>>>>>>>>>> 1
关于贯彻落实河北省公安机关调解处理轻伤害案件暂行办法 >>>>>>>>>>> 1
最高人民法院关于刑事附民事诉讼范围问题的规定 >>>>>>>>>>> 1
本院认为，被吉人罗某、程某相互勾结，采取在银行自动取款机上安装读卡器和摄像头的手段，窃取信用卡持卡人的信用卡信息资料并提供给他人，足以伪造可进行交易的信用卡，其行为已构成窃取信用卡信息罪，依法应予惩处。西安市人民检察院指控二被告人犯罪事实成立，罪名及适用法律正确，应予支持。被告人罗某、程某在犯罪中均起主要作用，系主犯，唯二被告人归案后能如实供述司法机关尚未掌握的较重的同种罪行，属于坦白，依法可从轻处罚。对二被告人的辩解，经查，根据最高人民法院、最高人民检察院（（关于办理妨害信用卡管理刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、公安部关于办理赌博机开设赌场案件适用法律若干问题的意见 >>>>>>>>>>> 1
最高人民法院关于对故意伤害、盗窃（重大）等严重破坏社会秩序的犯罪分子能否附加剥夺政治权利问题的批复 >>>>>>>>>>> 1
中华人民共和国刑雨刷法 >>>>>>>>>>> 1
河北省省级机关差旅费管理办法 >>>>>>>>>>> 1
牡丹信用卡领用合约（个人卡） >>>>>>>>>>> 1
中华人民共和国刑法修正案（八）时间效力问题的解释 >>>>>>>>>>> 1
最高人民法院〈关于办理违反公司法受贿、侵占、挪用等刑事案件适用法律若干问题的解释〉 >>>>>>>>>>> 1
关于确定敲诈勒索刑事案件数额标准的通知 >>>>>>>>>>> 1
国土资源部关于开山凿石、采挖砂、石、土等矿产资源适用法律问题的复函 >>>>>>>>>>> 1
关于审理刑事附带民事诉讼案件若干问题的指导意见 >>>>>>>>>>> 1
关于适用〈人体损伤程度鉴定标准〉问题的通知 >>>>>>>>>>> 1
关于确定我省敲诈勒索罪数额认定标准的通知 >>>>>>>>>>> 1
最高人民法院关于执行<人体损伤程度鉴定标准>有关问题的通知 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、公安部、农业部、食品药品监管总局﹤关于进一步加强麻黄草管理严厉打击非法买卖麻黄草等违法犯罪活动的通知﹥ >>>>>>>>>>> 1
关于审理破森林资源刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
关于刑事附事民事诉讼范围问题的规定 >>>>>>>>>>> 1
关于修订故意毁坏财物（林木）案件数额标准的意见 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、司法部关于适用普通程序审理“被告人认罪”案件若干问题的意见（试行） >>>>>>>>>>> 1
最高人民法院关于审理破坏林某资源刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院关于刑事附事民事诉讼范围问题的规定 >>>>>>>>>>> 1
四川省农村低保办法 >>>>>>>>>>> 1
机动车损失保险条款 >>>>>>>>>>> 1
河北省非法采矿、破坏性采矿造成矿产资源破坏价值鉴定办法 >>>>>>>>>>> 1
最高人民法院关于审理非法制造、买卖、运输枪支、弹药、爆作物等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
关于﹤中华人民共和国刑法﹥第一百五十九条的解释 >>>>>>>>>>> 1
最高人民法院<关于中华人民共和国刑法修正案（九）>时间效力问题的解释 >>>>>>>>>>> 1
关于加强涉嫌拒不支付劳动报酬罪案件查处衔接工作的通知 >>>>>>>>>>> 1
中华人民共和国刑法第三百九十条 >>>>>>>>>>> 1
山西省煤炭管理条例 >>>>>>>>>>> 1
关于对我省抢夺犯罪数额认定标准的规定 >>>>>>>>>>> 1
全国人民代表大会常务委员会﹤关于（中华人民共和国刑法）第三百一十三条的解释﹥ >>>>>>>>>>> 1
最高人民法院关于审理抢劫抢夺刑事案件适用法律若干问题的意见 >>>>>>>>>>> 1
林木、林地权属争议处理办法 >>>>>>>>>>> 1
<中华人民共和国野生动物保护法>办法 >>>>>>>>>>> 1
最高人民法院关于适用<侵权责任法>若干问题的通知 >>>>>>>>>>> 1
本院认为，被告人蓝茂江故意非法伤害他人身体健康，致人重伤，其行为触犯了中华人民共和国刑法 >>>>>>>>>>> 1
保外就医严重疾病范围范围 >>>>>>>>>>> 1
关于刑事裁判渉财产部分执行的若干规定 >>>>>>>>>>> 1
认罪认罚承诺书 >>>>>>>>>>> 1
中国人民共和国药品管理法 >>>>>>>>>>> 1
安徽省实施<中华人民共和国道路交通安全法>办法 >>>>>>>>>>> 1
关于办理非法生产、销售假烟专卖品等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理知识产权刑事案件具体运用法律若干问题的解释 >>>>>>>>>>> 1
关于〈中华人民共和国刑法〉第三百一十三条 >>>>>>>>>>> 1
中华人民共和法 >>>>>>>>>>> 1
本院认为，被告人黄某甲、农某甲、岑某甲以非法占有为目的，秘密窃取他人财物，其中被告人黄某甲、农某甲作案三起，价值17488元，被告人岑某甲作案一起，价值11600元，犯罪数额均属最高人民法院、最高人民检察院关于办理盗窃刑事案件适用若干问题的解释 >>>>>>>>>>> 1
山西省刑事证据审查规则 >>>>>>>>>>> 1
四川省〈中华人民共和国道路交通安全法〉实施办法 >>>>>>>>>>> 1
关于加强机动车辆商业保险条款费率管理的通知 >>>>>>>>>>> 1
湖北省高级人民法院﹤民事审判工作座谈会会议纪要﹥ >>>>>>>>>>> 1
最高人民法院关于适用〈中华人民共和国担保法〉若干问题的解释 >>>>>>>>>>> 1
全国人大常委会关于禁毒的决定 >>>>>>>>>>> 1
公司法 >>>>>>>>>>> 1
关于办理非法生产、销售**专卖品等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
机动车辆保险单 >>>>>>>>>>> 1
泰安日报社财务管理制度 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理盗窃刑事案适用法律若干问题的解释 >>>>>>>>>>> 1
中华人民共和国立法法 >>>>>>>>>>> 1
最高人民法院关于适用＜中华人民共和国刑事诉讼法＞ >>>>>>>>>>> 1
最高人民法院最高人民检察院关于办理组织和利用组织犯罪案件具体应用法律若干问题的解释（二） >>>>>>>>>>> 1
矿产资源法 >>>>>>>>>>> 1
关于部分经济犯罪、渎职犯罪案件数额幅度及情节认定问题座谈纪要 >>>>>>>>>>> 1
小麦、玉米、花生、蔬菜高产栽培技术 >>>>>>>>>>> 1
城市出租车管理办法 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理生产、销售商品刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
融水苗族自治县林业局融林字（2012）14号文件 >>>>>>>>>>> 1
最高人民法院关于敲诈勒索罪认定标准问题的规定 >>>>>>>>>>> 1
最高人民法院关于在国有资本控股、参股的有限公司中从事管理工作的人员利用职务便利非法占有本公司财物如何定罪问题的批复 >>>>>>>>>>> 1
关于审理非法制造、买卖、运输枪支、弹药、爆破物等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
全国人民代表大会常务委员会关于＜中华人民共和国刑法>第九十三条第二款的解释 >>>>>>>>>>> 1
中华人民共和国诉讼法 >>>>>>>>>>> 1
死亡救助协议 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、公安部关于办理侵犯知识产权刑事问题适用法律若干问题的意见 >>>>>>>>>>> 1
关于姚文祥到案情况说明 >>>>>>>>>>> 1
江西省实施办法 >>>>>>>>>>> 1
刑法修正案八 >>>>>>>>>>> 1
人民检察院刑事诉讼规则（施行） >>>>>>>>>>> 1
财政部门实施会计监督办法 >>>>>>>>>>> 1
全国人民代表大会常务委员会关于<中华人民共和国刑法>第二百九十四条第一款的解释 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理烟草专卖品等刑事案件应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理受贿案件适用法律若干问题的意见 >>>>>>>>>>> 1
贵州省涉案财物价格鉴定操作规程 >>>>>>>>>>> 1
关于处理自首和主动具体应用若干问题的解释 >>>>>>>>>>> 1
机动车商业保险条款 >>>>>>>>>>> 1
关于国有下岗职工出中心企业资产处置有关问题的通知 >>>>>>>>>>> 1
最高人民法院关于审理道路交通事故损害案件适用法律若干问题的规定 >>>>>>>>>>> 1
山东省实施办法 >>>>>>>>>>> 1
最高人民法院关于审理破坏电设备案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
关于禁止侵犯商业秘密行为的若干规定 >>>>>>>>>>> 1
贵州省高级人民法院关于审理盗伐林木、滥伐林木刑事犯罪数量认定的意见 >>>>>>>>>>> 1
全国人大常务委员会关于﹤中华人民共和国刑法﹥第二百六十六条的解释 >>>>>>>>>>> 1
本院认为，本案控辩双方的争议焦点为在王某处查获的其购买气枪配件经组装成7支完整气枪，经鉴定均是枪支，应如何认定王某非法买卖枪支的数量。公诉机关认为应依照公安机关现场组装后，经鉴定出的枪支数量计算，即7支；被告人及其辩护人认为查获的气枪配件并未全部组装成完整气枪，应属非成套枪支散件，应30件计1成套，不足1支。经查，有证人弓某证言、被告人王某供述、扣押清单、公安机关的情况说明等证据予以证实，被告人弓某与王某在商议出售气枪配件时，在聊天中确实使用整套计件及计价，2013年8月7日，公安机关在王某处查获了完整气枪1支及气枪配件，并未对气枪配件进行清点，经在现场组装成7支完整气枪，其余配件未能组装成完整气枪亦未扣押移送，故现有证据可以证实，在王某处发现的气枪配件仅有部分能够组装成完整气枪，并不属于成套的气枪散件。虽然组装成的7支气枪经鉴定均属枪支，但不能计做被告人王某非法买卖枪支数量。仅能证实在王某处查获的气枪配件至少为7套，即21件散件，应依照最高人民法院关于审理非法制造、买卖、运输枪支、弹药、爆炸物等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院关于对索取法律不予保护的债务非法拘禁他人行为如何定性问题的解释 >>>>>>>>>>> 1
最高人民法院关于审理破坏野生动植物资源刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
湖北省高级院湖北省人民检察院关于确定我省盗窃罪数额认定标准的通知 >>>>>>>>>>> 1
最高人民法院关于审理道路与交通损害赔偿案件适用法律若干问题的解释 >>>>>>>>>>> 1
广东省高级人民法院关于审理刑事附带民事诉讼案件若干问题的指导意见（试行） >>>>>>>>>>> 1
最高人民法院关于处理自首与立功个体应用若干问题的解释 >>>>>>>>>>> 1
关于办理盗窃刑事犯罪案件适用法律若干问题的解释 >>>>>>>>>>> 1
关于办理开设赌场刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院关于处理立功和自首具体应用法律若干问题的解释 >>>>>>>>>>> 1
山西阳泰集团宇昌煤业有限公司3201上分层综采工作面过空巷的安全技术措施 >>>>>>>>>>> 1
食用盐 >>>>>>>>>>> 1
最高人民检察院关于对跨越修订刑法施行日期的继续犯罪、连续犯罪以及其他同种数罪应如何具体适用刑法问题的批复 >>>>>>>>>>> 1
最高人民检察院关于渎职侵权犯罪案件立案标准规定 >>>>>>>>>>> 1
河南省国土资源厅关于对漯河市召陵区马某某、李某乙等人违法取土破坏耕地鉴定申请的批复（豫国土资土鉴[2014]34号） >>>>>>>>>>> 1
最高人民法院关于罪犯因漏罪、新罪数罪并罚时原减刑裁定应如何处理的意见 >>>>>>>>>>> 1
关于启用和规范管理新版﹤出生医学证明﹥的通知 >>>>>>>>>>> 1
全国人大常委会关于&lt；；中华人民共和国刑法&gt；；第九十三条第二款的解释 >>>>>>>>>>> 1
最高人民检察院〈关于对林业主管部门工作人员在发放林业采伐许可证之外滥用职权玩忽职守致使森林遭受严重破坏的行为适用法律问题的批复〉 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、司法部 >>>>>>>>>>> 1
关于转发福建省高级人民法院、福建省检察院、福建省公安厅〈办理串通投标犯罪案件有关问题座谈会纪要〉的通知 >>>>>>>>>>> 1
关于办理盗刑事案件适用法律若干问题的解释 >>>>>>>>>>> 1
最高人民法院研究室关于对<保险法>第十七条规定的“明确说明”应如何理解的问题的答复 >>>>>>>>>>> 1
广西壮族自治区道路交通事故人身损害赔偿项目计算标准 >>>>>>>>>>> 1
国际信用证业务规定 >>>>>>>>>>> 1
海关总署、国家质量监督检验检疫总局2007年第68号公告 >>>>>>>>>>> 1
最高人民法院关于刑事附带民诉讼范围问题的规定 >>>>>>>>>>> 1
最高人民法院、最高人民检察院关于办理妨害武装部队制式服装、车辆号牌管理秩序等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 1
中华人民共和国妇女权益保障法 >>>>>>>>>>> 1
最高检公安部86种经济案件立案追诉标准 >>>>>>>>>>> 1
湖北省高级人民法院、湖北省人民检察院<关于确定我省盗窃罪数额认定标准的通知> >>>>>>>>>>> 1
全国人大常务委员会关于﹤中华人民共和国刑法﹥第三十条的解释 >>>>>>>>>>> 1
中华人民共和国保险法保险法 >>>>>>>>>>> 1
中华人民共和国刑事诉讼法第 >>>>>>>>>>> 1
关于适用〈中华人民共和国刑事诉讼法〉 >>>>>>>>>>> 1
贷款风险分类指引 >>>>>>>>>>> 1
最高人民法院、最高人民检察院、司法部关于适用普通程序审理”被告人认罪案件”的若干意见（试行）第九条 >>>>>>>>>>> 1
中华人民共和行政处罚法 >>>>>>>>>>> 1
最高人民法院＜关于道路交通损害赔偿司法解释＞ >>>>>>>>>>> 1
湖北省实施﹤中华人民共和国道路交通安全法﹥ >>>>>>>>>>> 1
中华人民共和国看守所条例实施办法 >>>>>>>>>>> 1
合作合同书 >>>>>>>>>>> 1
关于确定劳动关系有关事项的通知 >>>>>>>>>>> 1
青海省高级人民法院青海省检察院青海省公安厅关于我省办理合同诈骗刑事案件具体数额标准的规定 >>>>>>>>>>> 1
人体重伤鉴定标准及参考细则 >>>>>>>>>>> 1
全国人民代表大会常务委员会关于第三十条的解释 >>>>>>>>>>> 1
